zoning_building_id,zoning_id,building_type_id,zoning_name,building_type_name,can_develop,conditional_use,cost_in_city,cost_in_ugb,cost_outside_ugb,probability,cost_notes,max_building_area,notes
3966,83,4210,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Grocery Store,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3967,83,4220,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Eating and Drinking,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3968,83,4230,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Neighborhood Retail,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3969,83,4240,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Strip Shopping Mall,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3970,83,4250,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Shopping Mall,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3971,83,4260,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Big Box Retail,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3972,83,4290,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Misc. Retail,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3973,83,4300,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Services,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3974,83,4310,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Financial Services,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3975,83,4320,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Auto Sales / Parts / Repair,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3976,83,4400,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Storage,False,False,-99999.99,-99999.99,-99999.99,0,,,
3977,83,4900,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Misc. Commercial,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3978,83,5100,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Light Industrial / Warehousing,False,False,-99999.99,-99999.99,-99999.99,0,,,
3979,83,5200,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Heavy Industrial,False,False,-99999.99,-99999.99,-99999.99,0,,,
3980,83,6110,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Preschool / Kindergarden,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3981,83,6120,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Elementary School,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3982,83,6130,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Middle School,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3983,83,6140,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,K-8 School,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3984,83,6150,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,K-12 School,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3985,83,6160,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,High School,False,False,-99999.99,-99999.99,-99999.99,0,,,
3986,83,6170,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,College / University,False,False,-99999.99,-99999.99,-99999.99,0,,,
3987,83,6210,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Medical Lab,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3988,83,6220,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Clinic,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3989,83,6230,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Hospital,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3990,83,6300,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Parking Structure,False,False,-99999.99,-99999.99,-99999.99,0,,,
3991,83,6400,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,TCU,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3992,83,6500,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Cultural / Civic / Recreation,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3993,83,6600,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Government,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
3994,83,7100,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,College Dormitory,False,False,-99999.99,-99999.99,-99999.99,0,,,
3995,83,7200,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Nursing Home,False,False,-99999.99,-99999.99,-99999.99,0,,,
3996,83,7300,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Military Housing,False,False,-99999.99,-99999.99,-99999.99,0,,,
3997,83,7900,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Misc. Group Quarters,False,False,-99999.99,-99999.99,-99999.99,0,,,
3998,83,8000,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Agriculture / Timber / Mining,False,False,-99999.99,-99999.99,-99999.99,0,,,
3999,83,9000,SPR -- NEIGHBORHOOD COMMERCIAL -- NC,Other,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4000,84,1110,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Single-family Detached,False,False,-99999.99,-99999.99,-99999.99,0,,,
4001,84,1121,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Townhome or Rowhouse,False,False,-99999.99,-99999.99,-99999.99,0,,,
4002,84,1122,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Duplex,False,False,-99999.99,-99999.99,-99999.99,0,,,
4003,84,1130,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Mobile Homes,False,False,-99999.99,-99999.99,-99999.99,0,,,
4004,84,1210,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Multifamily - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4005,84,1220,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Multifamily - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4006,84,2111,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Mixed Use - Retail + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4007,84,2112,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Mixed Use - Retail + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4008,84,2121,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Mixed Use - Office + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4009,84,2122,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Mixed Use - Office + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4010,84,2131,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Mixed Use - Services + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4011,84,2132,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Mixed Use - Services + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4012,84,2140,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Mixed Use - Non-Residential,False,False,-99999.99,-99999.99,-99999.99,0,,,
4013,84,3100,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Hotel,False,False,-99999.99,-99999.99,-99999.99,0,,,
4014,84,3200,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Resort,False,False,-99999.99,-99999.99,-99999.99,0,,,
4015,84,4100,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Office,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4016,84,4210,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Grocery Store,False,False,-99999.99,-99999.99,-99999.99,0,,,
4017,84,4220,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Eating and Drinking,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4018,84,4230,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Neighborhood Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
4019,84,4240,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Strip Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
4020,84,4250,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
4021,84,4260,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Big Box Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
4022,84,4290,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Misc. Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
4023,84,4300,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Services,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4024,84,4310,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Financial Services,False,False,-99999.99,-99999.99,-99999.99,0,,,
4025,84,4320,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Auto Sales / Parts / Repair,False,False,-99999.99,-99999.99,-99999.99,0,,,
4026,84,4400,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Storage,False,False,-99999.99,-99999.99,-99999.99,0,,,
4027,84,4900,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Misc. Commercial,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4028,84,5100,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Light Industrial / Warehousing,False,False,-99999.99,-99999.99,-99999.99,0,,,
4029,84,5200,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Heavy Industrial,False,False,-99999.99,-99999.99,-99999.99,0,,,
4030,84,6110,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Preschool / Kindergarden,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4031,84,6120,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Elementary School,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4032,84,6130,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Middle School,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4033,84,6140,SPR -- PUBLIC LAND & OPEN SPACE -- PL,K-8 School,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4034,84,6150,SPR -- PUBLIC LAND & OPEN SPACE -- PL,K-12 School,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4035,84,6160,SPR -- PUBLIC LAND & OPEN SPACE -- PL,High School,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4036,84,6170,SPR -- PUBLIC LAND & OPEN SPACE -- PL,College / University,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4037,84,6210,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Medical Lab,False,False,-99999.99,-99999.99,-99999.99,0,,,
4038,84,6220,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Clinic,False,False,-99999.99,-99999.99,-99999.99,0,,,
4039,84,6230,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Hospital,False,False,-99999.99,-99999.99,-99999.99,0,,,
4040,84,6300,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Parking Structure,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4041,84,6400,SPR -- PUBLIC LAND & OPEN SPACE -- PL,TCU,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4042,84,6500,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Cultural / Civic / Recreation,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4043,84,6600,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Government,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4044,84,7100,SPR -- PUBLIC LAND & OPEN SPACE -- PL,College Dormitory,False,False,-99999.99,-99999.99,-99999.99,0,,,
4045,84,7200,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Nursing Home,False,False,-99999.99,-99999.99,-99999.99,0,,,
4046,84,7300,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Military Housing,False,False,-99999.99,-99999.99,-99999.99,0,,,
4047,84,7900,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Misc. Group Quarters,False,False,-99999.99,-99999.99,-99999.99,0,,,
4048,84,8000,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Agriculture / Timber / Mining,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4049,84,9000,SPR -- PUBLIC LAND & OPEN SPACE -- PL,Other,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4050,85,1110,SPR -- QUARRY & MINE OPERATIONS -- QM,Single-family Detached,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4051,85,1121,SPR -- QUARRY & MINE OPERATIONS -- QM,Townhome or Rowhouse,False,False,-99999.99,-99999.99,-99999.99,0,,,
4052,85,1122,SPR -- QUARRY & MINE OPERATIONS -- QM,Duplex,False,False,-99999.99,-99999.99,-99999.99,0,,,
4053,85,1130,SPR -- QUARRY & MINE OPERATIONS -- QM,Mobile Homes,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4054,85,1210,SPR -- QUARRY & MINE OPERATIONS -- QM,Multifamily - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4055,85,1220,SPR -- QUARRY & MINE OPERATIONS -- QM,Multifamily - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4056,85,2111,SPR -- QUARRY & MINE OPERATIONS -- QM,Mixed Use - Retail + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4057,85,2112,SPR -- QUARRY & MINE OPERATIONS -- QM,Mixed Use - Retail + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4058,85,2121,SPR -- QUARRY & MINE OPERATIONS -- QM,Mixed Use - Office + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4059,85,2122,SPR -- QUARRY & MINE OPERATIONS -- QM,Mixed Use - Office + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4060,85,2131,SPR -- QUARRY & MINE OPERATIONS -- QM,Mixed Use - Services + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4061,85,2132,SPR -- QUARRY & MINE OPERATIONS -- QM,Mixed Use - Services + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4062,85,2140,SPR -- QUARRY & MINE OPERATIONS -- QM,Mixed Use - Non-Residential,False,False,-99999.99,-99999.99,-99999.99,0,,,
4063,85,3100,SPR -- QUARRY & MINE OPERATIONS -- QM,Hotel,False,False,-99999.99,-99999.99,-99999.99,0,,,
4064,85,3200,SPR -- QUARRY & MINE OPERATIONS -- QM,Resort,False,False,-99999.99,-99999.99,-99999.99,0,,,
4065,85,4100,SPR -- QUARRY & MINE OPERATIONS -- QM,Office,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4066,85,4210,SPR -- QUARRY & MINE OPERATIONS -- QM,Grocery Store,False,False,-99999.99,-99999.99,-99999.99,0,,,
4067,85,4220,SPR -- QUARRY & MINE OPERATIONS -- QM,Eating and Drinking,False,False,-99999.99,-99999.99,-99999.99,0,,,
4068,85,4230,SPR -- QUARRY & MINE OPERATIONS -- QM,Neighborhood Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
4069,85,4240,SPR -- QUARRY & MINE OPERATIONS -- QM,Strip Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
4070,85,4250,SPR -- QUARRY & MINE OPERATIONS -- QM,Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
4071,85,4260,SPR -- QUARRY & MINE OPERATIONS -- QM,Big Box Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
4072,85,4290,SPR -- QUARRY & MINE OPERATIONS -- QM,Misc. Retail,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4073,85,4300,SPR -- QUARRY & MINE OPERATIONS -- QM,Services,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4074,85,4310,SPR -- QUARRY & MINE OPERATIONS -- QM,Financial Services,False,False,-99999.99,-99999.99,-99999.99,0,,,
4075,85,4320,SPR -- QUARRY & MINE OPERATIONS -- QM,Auto Sales / Parts / Repair,False,False,-99999.99,-99999.99,-99999.99,0,,,
4076,85,4400,SPR -- QUARRY & MINE OPERATIONS -- QM,Storage,False,False,-99999.99,-99999.99,-99999.99,0,,,
4077,85,4900,SPR -- QUARRY & MINE OPERATIONS -- QM,Misc. Commercial,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4078,85,5100,SPR -- QUARRY & MINE OPERATIONS -- QM,Light Industrial / Warehousing,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4079,85,5200,SPR -- QUARRY & MINE OPERATIONS -- QM,Heavy Industrial,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4080,85,6110,SPR -- QUARRY & MINE OPERATIONS -- QM,Preschool / Kindergarden,False,False,-99999.99,-99999.99,-99999.99,0,,,
4081,85,6120,SPR -- QUARRY & MINE OPERATIONS -- QM,Elementary School,False,False,-99999.99,-99999.99,-99999.99,0,,,
4082,85,6130,SPR -- QUARRY & MINE OPERATIONS -- QM,Middle School,False,False,-99999.99,-99999.99,-99999.99,0,,,
4083,85,6140,SPR -- QUARRY & MINE OPERATIONS -- QM,K-8 School,False,False,-99999.99,-99999.99,-99999.99,0,,,
4084,85,6150,SPR -- QUARRY & MINE OPERATIONS -- QM,K-12 School,False,False,-99999.99,-99999.99,-99999.99,0,,,
4085,85,6160,SPR -- QUARRY & MINE OPERATIONS -- QM,High School,False,False,-99999.99,-99999.99,-99999.99,0,,,
4086,85,6170,SPR -- QUARRY & MINE OPERATIONS -- QM,College / University,False,False,-99999.99,-99999.99,-99999.99,0,,,
4087,85,6210,SPR -- QUARRY & MINE OPERATIONS -- QM,Medical Lab,False,False,-99999.99,-99999.99,-99999.99,0,,,
4088,85,6220,SPR -- QUARRY & MINE OPERATIONS -- QM,Clinic,False,False,-99999.99,-99999.99,-99999.99,0,,,
4089,85,6230,SPR -- QUARRY & MINE OPERATIONS -- QM,Hospital,False,False,-99999.99,-99999.99,-99999.99,0,,,
4090,85,6300,SPR -- QUARRY & MINE OPERATIONS -- QM,Parking Structure,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4091,85,6400,SPR -- QUARRY & MINE OPERATIONS -- QM,TCU,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4092,85,6500,SPR -- QUARRY & MINE OPERATIONS -- QM,Cultural / Civic / Recreation,False,False,-99999.99,-99999.99,-99999.99,0,,,
4093,85,6600,SPR -- QUARRY & MINE OPERATIONS -- QM,Government,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4094,85,7100,SPR -- QUARRY & MINE OPERATIONS -- QM,College Dormitory,False,False,-99999.99,-99999.99,-99999.99,0,,,
4095,85,7200,SPR -- QUARRY & MINE OPERATIONS -- QM,Nursing Home,False,False,-99999.99,-99999.99,-99999.99,0,,,
4096,85,7300,SPR -- QUARRY & MINE OPERATIONS -- QM,Military Housing,False,False,-99999.99,-99999.99,-99999.99,0,,,
4097,85,7900,SPR -- QUARRY & MINE OPERATIONS -- QM,Misc. Group Quarters,False,False,-99999.99,-99999.99,-99999.99,0,,,
4098,85,8000,SPR -- QUARRY & MINE OPERATIONS -- QM,Agriculture / Timber / Mining,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4099,85,9000,SPR -- QUARRY & MINE OPERATIONS -- QM,Other,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4100,86,1110,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Single-family Detached,False,False,-99999.99,-99999.99,-99999.99,0,,,
4101,86,1121,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Townhome or Rowhouse,False,False,-99999.99,-99999.99,-99999.99,0,,,
4102,86,1122,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Duplex,False,False,-99999.99,-99999.99,-99999.99,0,,,
4103,86,1130,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Mobile Homes,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4104,86,1210,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Multifamily - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4105,86,1220,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Multifamily - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4106,86,2111,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Mixed Use - Retail + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4107,86,2112,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Mixed Use - Retail + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4108,86,2121,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Mixed Use - Office + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4109,86,2122,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Mixed Use - Office + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4110,86,2131,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Mixed Use - Services + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4111,86,2132,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Mixed Use - Services + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
4112,86,2140,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Mixed Use - Non-Residential,False,False,-99999.99,-99999.99,-99999.99,0,,,
4113,86,3100,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Hotel,False,False,-99999.99,-99999.99,-99999.99,0,,,
4114,86,3200,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Resort,False,False,-99999.99,-99999.99,-99999.99,0,,,
4115,86,4100,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Office,False,False,-99999.99,-99999.99,-99999.99,0,,,
4116,86,4210,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Grocery Store,False,False,-99999.99,-99999.99,-99999.99,0,,,
4117,86,4220,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Eating and Drinking,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4118,86,4230,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Neighborhood Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
4119,86,4240,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Strip Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
4120,86,4250,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
4121,86,4260,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Big Box Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
4122,86,4290,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Misc. Retail,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4123,86,4300,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Services,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4124,86,4310,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Financial Services,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4125,86,4320,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Auto Sales / Parts / Repair,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4126,86,4400,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Storage,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4127,86,4900,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Misc. Commercial,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4128,86,5100,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Light Industrial / Warehousing,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4129,86,5200,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Heavy Industrial,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4130,86,6110,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Preschool / Kindergarden,False,False,-99999.99,-99999.99,-99999.99,0,,,
4131,86,6120,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Elementary School,False,False,-99999.99,-99999.99,-99999.99,0,,,
4132,86,6130,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Middle School,False,False,-99999.99,-99999.99,-99999.99,0,,,
4133,86,6140,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,K-8 School,False,False,-99999.99,-99999.99,-99999.99,0,,,
4134,86,6150,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,K-12 School,False,False,-99999.99,-99999.99,-99999.99,0,,,
4135,86,6160,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,High School,False,False,-99999.99,-99999.99,-99999.99,0,,,
4136,86,6170,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,College / University,False,False,-99999.99,-99999.99,-99999.99,0,,,
4137,86,6210,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Medical Lab,False,False,-99999.99,-99999.99,-99999.99,0,,,
4138,86,6220,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Clinic,False,False,-99999.99,-99999.99,-99999.99,0,,,
4139,86,6230,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Hospital,False,False,-99999.99,-99999.99,-99999.99,0,,,
4140,86,6300,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Parking Structure,False,False,-99999.99,-99999.99,-99999.99,0,,,
4141,86,6400,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,TCU,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4142,86,6500,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Cultural / Civic / Recreation,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4143,86,6600,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Government,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4144,86,7100,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,College Dormitory,False,False,-99999.99,-99999.99,-99999.99,0,,,
4145,86,7200,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Nursing Home,False,False,-99999.99,-99999.99,-99999.99,0,,,
4146,86,7300,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Military Housing,False,False,-99999.99,-99999.99,-99999.99,0,,,
4147,86,7900,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Misc. Group Quarters,False,False,-99999.99,-99999.99,-99999.99,0,,,
4148,86,8000,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Agriculture / Timber / Mining,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4149,86,9000,SPR -- SPECIAL HEAVY INDUSTRIAL -- SH,Other,True,True,5202.5,7620.65,-99999.99,1,Conditional Use Permit,,
4150,90,1110,EUG -- ROYAL NODE SPECIAL AREA/LOW DENSITY RESIDENTIAL -- S-RN/LDR,Single-family Detached,True,False,0.0,0.0,-99999.99,1,,,
4151,90,1121,EUG -- ROYAL NODE SPECIAL AREA/LOW DENSITY RESIDENTIAL -- S-RN/LDR,Townhome or Rowhouse,True,False,0.0,0.0,-99999.99,1,,,
